epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,7528.89,0.96456,1.01903,1.40596,0.81222,0.73987,0.77654,0.60325,0.98859,0.92042,1.52034,0.000703,0.000703,0.000703
32,7781.67,0.95249,1.06308,1.41311,0.77197,0.64641,0.7564,0.58067,1.03036,1.16712,1.50395,0.0006931,0.0006931,0.0006931
33,8035.89,0.98736,1.08518,1.434,0.76599,0.77781,0.77947,0.63784,0.76691,0.91871,1.30106,0.0006832,0.0006832,0.0006832
34,8295.28,0.90381,1.03541,1.36311,0.77971,0.84738,0.81454,0.58701,1.00793,0.89412,1.55941,0.0006733,0.0006733,0.0006733
35,8554.06,0.93492,0.96977,1.41826,0.84796,0.78381,0.83046,0.61249,1.06436,0.86545,1.55408,0.0006634,0.0006634,0.0006634
36,8811.65,0.96254,1.05713,1.40955,0.81297,0.81242,0.81451,0.6376,0.94008,0.88208,1.43001,0.0006535,0.0006535,0.0006535
37,9067.85,0.9105,1.0284,1.38627,0.80172,0.73061,0.78679,0.6041,0.91988,0.96074,1.42887,0.0006436,0.0006436,0.0006436
38,9324.61,0.88871,0.93177,1.33934,0.86845,0.74118,0.81322,0.63524,0.88125,0.86508,1.44688,0.0006337,0.0006337,0.0006337
39,9579.27,0.97133,0.97356,1.44567,0.85539,0.79181,0.85012,0.58865,1.12233,1.07751,1.59543,0.0006238,0.0006238,0.0006238
40,9831.55,0.91682,0.97143,1.36419,0.78356,0.8061,0.80585,0.65498,0.88731,0.85215,1.39824,0.0006139,0.0006139,0.0006139
41,10087,0.8692,0.90177,1.34237,0.80257,0.74118,0.78706,0.60459,0.97285,0.89103,1.44209,0.000604,0.000604,0.000604
42,10340.3,0.89974,0.90985,1.36279,0.80618,0.7915,0.79579,0.64676,0.8906,0.83055,1.4244,0.0005941,0.0005941,0.0005941
43,10592.6,0.92298,0.9671,1.375,0.75836,0.82175,0.80942,0.67611,0.82248,0.8224,1.34862,0.0005842,0.0005842,0.0005842
44,10839.1,0.87469,0.89635,1.34739,0.71625,0.87845,0.82522,0.62071,1.01287,0.85472,1.50868,0.0005743,0.0005743,0.0005743
45,11085.2,0.8924,0.9241,1.33253,0.80816,0.70196,0.79912,0.6413,0.84034,0.8385,1.39879,0.0005644,0.0005644,0.0005644
46,11332,0.86351,0.90844,1.34139,0.80542,0.86013,0.80939,0.62189,1.00522,0.78842,1.5412,0.0005545,0.0005545,0.0005545
47,11578.1,0.88794,0.87214,1.34716,0.79386,0.8281,0.78964,0.62677,0.89008,0.85238,1.42136,0.0005446,0.0005446,0.0005446
48,11837.1,0.8605,0.86629,1.339,0.80214,0.73987,0.78595,0.60767,1.02825,0.88654,1.57506,0.0005347,0.0005347,0.0005347
49,12096.9,0.84516,0.87063,1.32032,0.8091,0.76259,0.79527,0.63675,0.95596,0.84502,1.47896,0.0005248,0.0005248,0.0005248
50,12358,0.86301,0.89116,1.33588,0.79543,0.81699,0.81338,0.66823,0.81968,0.8308,1.33166,0.0005149,0.0005149,0.0005149
51,12616.5,0.85832,0.91289,1.31677,0.77741,0.76626,0.81191,0.67025,0.79581,0.81998,1.32356,0.000505,0.000505,0.000505
52,12918.5,0.85528,0.86227,1.32991,0.82147,0.81223,0.81768,0.67954,0.77885,0.83193,1.34677,0.0004951,0.0004951,0.0004951
53,13175.2,0.84924,0.84979,1.32315,0.83186,0.73837,0.79444,0.65138,0.87036,0.91421,1.41443,0.0004852,0.0004852,0.0004852
54,13430.5,0.87907,0.88524,1.36048,0.83624,0.74837,0.79981,0.65436,0.85746,0.881,1.39839,0.0004753,0.0004753,0.0004753
55,13686.2,0.81246,0.78467,1.30626,0.83742,0.8183,0.8236,0.69349,0.74087,0.74957,1.27936,0.0004654,0.0004654,0.0004654
56,13941.6,0.82559,0.83695,1.30155,0.87356,0.83922,0.85752,0.71219,0.77357,0.67155,1.31584,0.0004555,0.0004555,0.0004555
57,14195.4,0.82585,0.84016,1.31407,0.83017,0.83072,0.8376,0.70701,0.74619,0.70474,1.28967,0.0004456,0.0004456,0.0004456
58,14448.4,0.82886,0.82741,1.32451,0.75906,0.7915,0.80711,0.63602,0.90096,0.81361,1.39667,0.0004357,0.0004357,0.0004357
59,14701.6,0.85834,0.82859,1.35245,0.79066,0.75402,0.78645,0.59626,0.98877,0.8767,1.53722,0.0004258,0.0004258,0.0004258
60,14955.3,0.83934,0.85628,1.32465,0.76103,0.80231,0.77446,0.60889,0.9714,0.91868,1.53454,0.0004159,0.0004159,0.0004159
61,15209.8,0.81774,0.83442,1.31554,0.7766,0.77908,0.7967,0.64522,0.79841,0.8479,1.32827,0.000406,0.000406,0.000406
62,15463.5,0.82457,0.83219,1.32796,0.81208,0.77778,0.82019,0.66284,0.85655,0.74736,1.37253,0.0003961,0.0003961,0.0003961
63,15717.4,0.81843,0.83708,1.3247,0.81824,0.84001,0.82882,0.68467,0.78493,0.72563,1.33504,0.0003862,0.0003862,0.0003862
64,15990.4,0.7674,0.76497,1.26293,0.86805,0.78843,0.81945,0.66982,0.83407,0.77952,1.38518,0.0003763,0.0003763,0.0003763
65,16275,0.81869,0.77442,1.30677,0.89495,0.80794,0.83411,0.69624,0.76423,0.73141,1.31371,0.0003664,0.0003664,0.0003664
66,16578.7,0.8312,0.79439,1.32113,0.83258,0.8,0.80928,0.68804,0.74406,0.7629,1.28752,0.0003565,0.0003565,0.0003565
67,16850.1,0.80482,0.78584,1.28498,0.8571,0.77136,0.80627,0.70918,0.66133,0.79344,1.2533,0.0003466,0.0003466,0.0003466
68,17104.8,0.74882,0.76133,1.24691,0.79372,0.74613,0.77694,0.65162,0.8068,0.94976,1.38575,0.0003367,0.0003367,0.0003367
69,17362.5,0.8093,0.75237,1.27585,0.82856,0.75306,0.79769,0.65197,0.88292,0.86339,1.42994,0.0003268,0.0003268,0.0003268
70,17618,0.77914,0.75482,1.27554,0.83926,0.79697,0.81287,0.71292,0.67711,0.76976,1.24876,0.0003169,0.0003169,0.0003169
71,17872.9,0.77105,0.72119,1.25883,0.87651,0.80133,0.82969,0.67709,0.84871,0.7379,1.37767,0.000307,0.000307,0.000307
72,18128.1,0.82563,0.77548,1.31562,0.84413,0.79869,0.82442,0.66903,0.80818,0.80431,1.33093,0.0002971,0.0002971,0.0002971
73,18382.6,0.78805,0.7672,1.2994,0.84359,0.80412,0.81216,0.68043,0.75327,0.78256,1.27902,0.0002872,0.0002872,0.0002872
74,18637.8,0.76986,0.72995,1.25446,0.77657,0.78942,0.796,0.67844,0.64905,0.74911,1.19397,0.0002773,0.0002773,0.0002773
75,18892.9,0.7791,0.76942,1.27266,0.84485,0.74248,0.79543,0.67382,0.74641,0.81379,1.2768,0.0002674,0.0002674,0.0002674
76,19148,0.7839,0.75711,1.27966,0.80873,0.81238,0.81,0.69418,0.70845,0.80121,1.28071,0.0002575,0.0002575,0.0002575
77,19403.9,0.78635,0.74481,1.28593,0.83228,0.83464,0.81962,0.70929,0.71409,0.7306,1.27755,0.0002476,0.0002476,0.0002476
78,19658.1,0.79018,0.72468,1.28118,0.84139,0.82508,0.8226,0.70348,0.74646,0.70785,1.31076,0.0002377,0.0002377,0.0002377
79,19913.4,0.77788,0.72642,1.27042,0.86187,0.81926,0.82465,0.7381,0.63453,0.71339,1.24006,0.0002278,0.0002278,0.0002278
80,20169,0.72477,0.70643,1.24286,0.85391,0.86334,0.82741,0.69823,0.79025,0.69445,1.35294,0.0002179,0.0002179,0.0002179
81,20424.3,0.76495,0.69805,1.26433,0.83667,0.79945,0.82751,0.70294,0.75465,0.70124,1.31607,0.000208,0.000208,0.000208
82,20679.2,0.73535,0.71844,1.24401,0.77234,0.83818,0.81953,0.72365,0.65514,0.7304,1.22781,0.0001981,0.0001981,0.0001981
83,20933.2,0.74054,0.69651,1.24863,0.81378,0.86909,0.83934,0.72489,0.67425,0.66631,1.22419,0.0001882,0.0001882,0.0001882
84,21188.2,0.7384,0.70912,1.2466,0.83772,0.86337,0.83836,0.71318,0.70044,0.6642,1.24388,0.0001783,0.0001783,0.0001783
85,21443.6,0.77915,0.69042,1.26721,0.82265,0.85076,0.84254,0.71534,0.72075,0.69872,1.27328,0.0001684,0.0001684,0.0001684
86,21699.1,0.70032,0.66694,1.21819,0.83739,0.82957,0.84877,0.73159,0.64702,0.69047,1.21407,0.0001585,0.0001585,0.0001585
87,21954.4,0.70171,0.64578,1.2292,0.8135,0.8552,0.84701,0.73071,0.67413,0.6766,1.23114,0.0001486,0.0001486,0.0001486
88,22210.1,0.727,0.69777,1.24195,0.82134,0.84254,0.84724,0.72361,0.68104,0.66066,1.22922,0.0001387,0.0001387,0.0001387
89,22465.8,0.72453,0.65924,1.23873,0.82598,0.84183,0.84175,0.73973,0.62838,0.66363,1.1952,0.0001288,0.0001288,0.0001288
90,22722,0.74087,0.68259,1.25315,0.79904,0.84646,0.83686,0.74904,0.61133,0.66427,1.18736,0.0001189,0.0001189,0.0001189
91,22976.6,0.49785,0.52992,1.09,0.81405,0.8485,0.82722,0.71937,0.67116,0.73736,1.22061,0.000109,0.000109,0.000109
92,23228.4,0.49821,0.48693,1.08702,0.8039,0.8462,0.82654,0.71338,0.70823,0.74352,1.27004,9.91e-05,9.91e-05,9.91e-05
93,23481.8,0.49844,0.4511,1.07572,0.87422,0.7679,0.82014,0.72464,0.67145,0.73727,1.25027,8.92e-05,8.92e-05,8.92e-05
94,23736.8,0.50818,0.46126,1.09749,0.79958,0.81344,0.82561,0.73611,0.60255,0.75294,1.19338,7.93e-05,7.93e-05,7.93e-05
95,23989.3,0.50709,0.40768,1.08563,0.80855,0.79481,0.80504,0.71158,0.63192,0.83503,1.21639,6.94e-05,6.94e-05,6.94e-05
96,24242.9,0.47591,0.42852,1.05129,0.81744,0.77929,0.80309,0.70632,0.67296,0.84722,1.2518,5.95e-05,5.95e-05,5.95e-05
97,24495.3,0.47061,0.41725,1.06453,0.80689,0.80025,0.80898,0.7175,0.6643,0.83045,1.24579,4.96e-05,4.96e-05,4.96e-05
98,24747.5,0.49086,0.42458,1.07175,0.84977,0.79519,0.8187,0.72739,0.66305,0.80124,1.24738,3.97e-05,3.97e-05,3.97e-05
99,24999.9,0.49002,0.42433,1.08859,0.86182,0.80262,0.82187,0.7387,0.61346,0.77047,1.21003,2.98e-05,2.98e-05,2.98e-05
100,25251.7,0.46818,0.40849,1.08153,0.85985,0.80321,0.81947,0.74541,0.60221,0.76547,1.2008,1.99e-05,1.99e-05,1.99e-05
